railtime_id,hafas_id,stop_area_names@nl,stop_area_names@fr,stop_area_names@en,dbpedia_uris,lon,lat
628,008881166,Jurbeke,Jurbeke,Jurbeke,http://live.dbpedia.org/resource/Jurbeke,3.910694,50.530496
629,008844321,Juslenville,Juslenville,Juslenville,http://live.dbpedia.org/resource/Juslenville,5.809935,50.544715
630,008821444,Kalmthout,Kalmthout,Kalmthout,http://live.dbpedia.org/resource/Kalmthout,4.466825,51.391176
632,008821535,Kapellen,Kapellen,Kapellen,http://live.dbpedia.org/resource/Kapellen,4.432662,51.31353
634,008822053,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,http://live.dbpedia.org/resource/Kapelle-op-den-Bos,4.359118,51.010841
635,008821659,Kessel,Kessel,Kessel,http://live.dbpedia.org/resource/Kessel,4.61846,51.15106
636,008832375,Kiewit,Kiewit,Kiewit,http://live.dbpedia.org/resource/Kiewit,5.350226,50.954845
637,008821451,Kijkuit,Kijkuit,Kijkuit,http://live.dbpedia.org/resource/Kijkuit,4.467318,51.378661
64,008821196,Antwerpen-Zuid,Antwerpen-Zuid,Antwerpen-Zuid,http://live.dbpedia.org/resource/Antwerpen-Zuid,4.390264,51.197833
642,008891660,Knokke,Knokke,Knokke,http://live.dbpedia.org/resource/Knokke,3.28519,51.339898
643,008892320,Koksijde,Koksijde,Koksijde,http://live.dbpedia.org/resource/Koksijde,2.652773,51.079199
644,008821311,Kontich,Kontich,Kontich,http://live.dbpedia.org/resource/Kontich,4.476358,51.134026
647,008892403,Kortemark,Kortemark,Kortemark,http://live.dbpedia.org/resource/Kortemark,3.043456,51.025244
648,008811254,Kortenberg,Kortenberg,Kortenberg,http://live.dbpedia.org/resource/Kortenberg,4.5433,50.89307
649,008896008,Kortrijk,Kortrijk,Kortrijk,http://live.dbpedia.org/resource/Kortrijk,3.264548,50.824504
654,008893567,Kwatrecht,Kwatrecht,Kwatrecht,http://live.dbpedia.org/resource/Kwatrecht,3.829591,50.991748
66,008892734,Anzegem,Anzegem,Anzegem,http://live.dbpedia.org/resource/Anzegem,3.495013,50.826385
664,008871670,Labuissière,Labuissière,Labuissière,http://live.dbpedia.org/resource/Labuissière,4.186833,50.316328
67,008895745,Appelterre,Appelterre,Appelterre,http://live.dbpedia.org/resource/Appelterre,3.972107,50.813067
672,008811510,Terhulpen,Terhulpen,Terhulpen,http://live.dbpedia.org/resource/Terhulpen,4.49706,50.737958
673,008882107,La Louvière-Centrum,La Louvière-Centrum,La Louvière-Centrum,http://live.dbpedia.org/resource/La_Louvière-Centrum,4.179858,50.478161
68,008811759,Eerken,Eerken,Eerken,http://live.dbpedia.org/resource/Eerken,4.662444,50.754345
682,008892056,Landegem,Landegem,Landegem,http://live.dbpedia.org/resource/Landegem,3.576856,51.064313
683,008871837,Landelies,Landelies,Landelies,http://live.dbpedia.org/resource/Landelies,4.35098,50.37731
684,008833605,Landen,Landen,Landen,http://live.dbpedia.org/resource/Landen,5.07966,50.74793
685,008893054,Landskouter,Landskouter,Landskouter,http://live.dbpedia.org/resource/Landskouter,3.791148,50.970549
686,008833258,Langdorp,Langdorp,Langdorp,http://live.dbpedia.org/resource/Langdorp,4.86354,51.00247
692,008872587,La Roche (Brabant),La Roche (Brabant),La Roche (Brabant),http://live.dbpedia.org/resource/La_Roche_(Brabant),4.539157,50.610338
699,008812161,Lebbeke,Lebbeke,Lebbeke,http://live.dbpedia.org/resource/Lebbeke,4.134372,51.005008
70,008866001,Aarlen,Aarlen,Aarlen,http://live.dbpedia.org/resource/Aarlen,5.809971,49.68053
700,008874559,Le Campinaire,Le Campinaire,Le Campinaire,http://live.dbpedia.org/resource/Le_Campinaire,4.552587,50.428938
701,008895067,Lede,Lede,Lede,http://live.dbpedia.org/resource/Lede,3.98498,50.9709
704,008864816,Leignon,Leignon,Leignon,http://live.dbpedia.org/resource/Leignon,5.10778,50.26777
705,008843224,Leman,Leman,Leman,http://live.dbpedia.org/resource/Leman,5.467,50.5995
706,008814332,Lembeek,Lembeek,Lembeek,http://live.dbpedia.org/resource/Lembeek,4.22158,50.71511
707,008881190,Lens,Lens,Lens,http://live.dbpedia.org/resource/Lens,3.903226,50.559339
708,008832003,Leopoldsburg,Leopoldsburg,Leopoldsburg,http://live.dbpedia.org/resource/Leopoldsburg,5.25729,51.11731
710,008886504,Lessen,Lessen,Lessen,http://live.dbpedia.org/resource/Lessen,3.836434,50.712015
715,008833001,Leuven,Leuven,Leuven,http://live.dbpedia.org/resource/Leuven,4.715868,50.882282
719,008886348,Leuze,Leuze,Leuze,http://live.dbpedia.org/resource/Leuze,3.616876,50.600609
720,008882339,Leval,Leval,Leval,http://live.dbpedia.org/resource/Leval,4.21104,50.4308
723,008865003,Libramont,Libramont,Libramont,http://live.dbpedia.org/resource/Libramont,5.37927,49.92043
724,008892205,Lichtervelde,Lichtervelde,Lichtervelde,http://live.dbpedia.org/resource/Lichtervelde,3.127209,51.025162
725,008895836,Liedekerke,Liedekerke,Liedekerke,http://live.dbpedia.org/resource/Liedekerke,4.09529,50.88253
726,008841004,Luik-Guillemins,Luik-Guillemins,Luik-Guillemins,http://live.dbpedia.org/resource/Luik-Guillemins,5.566695,50.62455
728,008841558,Luik-Jonfosse,Luik-Jonfosse,Luik-Jonfosse,http://live.dbpedia.org/resource/Luik-Jonfosse,5.561131,50.640299
730,008841525,Luik-Paleis,Luik-Paleis,Luik-Paleis,http://live.dbpedia.org/resource/Luik-Paleis,5.570453,50.646349
732,008821600,Lier,Lier,Lier,http://live.dbpedia.org/resource/Lier,4.560611,51.135762
733,008841673,Liers,Liers,Liers,http://live.dbpedia.org/resource/Liers,5.566829,50.698185
736,008872520,Ligny,Ligny,Ligny,http://live.dbpedia.org/resource/Ligny,4.566134,50.511728
738,008814241,Lillois,Lillois,Lillois,http://live.dbpedia.org/resource/Lillois,4.363247,50.643742
739,008811635,Limal,Limal,Limal,http://live.dbpedia.org/resource/Limal,4.5753,50.69214
74,008812070,Asse,Asse,Asse,http://live.dbpedia.org/resource/Asse,4.207988,50.906485
742,008814142,Linkebeek,Linkebeek,Linkebeek,http://live.dbpedia.org/resource/Linkebeek,4.339434,50.773685
743,008891629,Lissewege,Lissewege,Lissewege,http://live.dbpedia.org/resource/Lissewege,3.19451,51.29471
744,008871712,Lobbes,Lobbes,Lobbes,http://live.dbpedia.org/resource/Lobbes,4.260957,50.346469
747,008872306,Lodelinsart,Lodelinsart,Lodelinsart,http://live.dbpedia.org/resource/Lodelinsart,4.46295,50.43245
748,008894201,Lokeren,Lokeren,Lokeren,http://live.dbpedia.org/resource/Lokeren,3.985283,51.107103
75,008864931,Assesse,Assesse,Assesse,http://live.dbpedia.org/resource/Assesse,5.022836,50.368136
750,008832565,Lommel,Lommel,Lommel,http://live.dbpedia.org/resource/Lommel,5.310547,51.211664
751,008822111,Londerzeel,Londerzeel,Londerzeel,http://live.dbpedia.org/resource/Londerzeel,4.299069,51.009092
752,008866258,Neufchâteau,Neufchâteau,Neufchâteau,http://live.dbpedia.org/resource/Neufchâteau,5.452559,49.854318
754,008861416,Lonzée,Lonzée,Lonzée,http://live.dbpedia.org/resource/Lonzée,4.7201,50.551935
759,008814357,Lot,Lot,Lot,http://live.dbpedia.org/resource/Lot,4.2737,50.76636
762,008811676,Louvain-la-Neuve-Universiteit,Louvain-la-Neuve-Universiteit,Louvain-la-Neuve-Universiteit,http://live.dbpedia.org/resource/Louvain-la-Neuve-Universiteit,4.615745,50.669793
764,008821063,Antwerpen-Luchtbal,Antwerpen-Luchtbal,Antwerpen-Luchtbal,http://live.dbpedia.org/resource/Antwerpen-Luchtbal,4.425033,51.24413
767,008863156,Lustin,Lustin,Lustin,http://live.dbpedia.org/resource/Lustin,4.877468,50.369746
768,008871308,Luttre,Luttre,Luttre,http://live.dbpedia.org/resource/Luttre,4.38412,50.50586
77,008886009,Aat,Aat,Aat,http://live.dbpedia.org/resource/Aat,3.777429,50.626932
78,008866605,Athus,Athus,Athus,http://live.dbpedia.org/resource/Athus,5.828944,49.563344
781,008822137,Malderen,Malderen,Malderen,http://live.dbpedia.org/resource/Malderen,4.22911,51.014489
782,008886041,Maffle,Maffle,Maffle,http://live.dbpedia.org/resource/Maffle,3.800117,50.614353
784,008882701,Manage,Manage,Manage,http://live.dbpedia.org/resource/Manage,4.23468,50.50611
786,008866175,Marbehan,Marbehan,Marbehan,http://live.dbpedia.org/resource/Marbehan,5.539757,49.727333
788,008864410,Marche-en-Famenne,Marche-en-Famenne,Marche-en-Famenne,http://live.dbpedia.org/resource/Marche-en-Famenne,5.34629,50.22247
789,008863461,Marche-les-Dames,Marche-les-Dames,Marche-les-Dames,http://live.dbpedia.org/resource/Marche-les-Dames,4.96458,50.48074
790,008883220,Marche-lez-Ecaussinnes,Marche-lez-Ecaussinnes,Marche-lez-Ecaussinnes,http://live.dbpedia.org/resource/Marche-lez-Ecaussinnes,4.177102,50.546175
791,008871100,Marchienne-au-Pont,Marchienne-au-Pont,Marchienne-au-Pont,http://live.dbpedia.org/resource/Marchienne-au-Pont,4.39422,50.41217
793,008871852,Marchienne-Zone,Marchienne-Zone,Marchienne-Zone,http://live.dbpedia.org/resource/Marchienne-Zone,4.388764,50.397467
797,008891132,Maria-Aalter,Maria-Aalter,Maria-Aalter,http://live.dbpedia.org/resource/Maria-Aalter,3.38673,51.10761
798,008875002,Mariembourg,Mariembourg,Mariembourg,http://live.dbpedia.org/resource/Mariembourg,4.52569,50.09549
8,008891140,Aalter,Aalter,Aalter,http://live.dbpedia.org/resource/Aalter,3.447848,51.092297
801,008864345,Marloie,Marloie,Marloie,http://live.dbpedia.org/resource/Marloie,5.31389,50.202819
805,008881174,Masnuy-Saint-Pierre,Masnuy-Saint-Pierre,Masnuy-Saint-Pierre,http://live.dbpedia.org/resource/Masnuy-Saint-Pierre,3.96214,50.53655
807,008885530,Maubray,Maubray,Maubray,http://live.dbpedia.org/resource/Maubray,3.495523,50.547556
809,008861333,Mazy,Mazy,Mazy,http://live.dbpedia.org/resource/Mazy,4.67583,50.5135
810,008822004,Mechelen,Mechelen,Mechelen,http://live.dbpedia.org/resource/Mechelen,4.482785,51.01765
811,008822343,Mechelen-Nekkerspoel,Mechelen-Nekkerspoel,Mechelen-Nekkerspoel,http://live.dbpedia.org/resource/Mechelen-Nekkerspoel,4.489917,51.029885
812,008811171,Meiser,Meiser,Meiser,http://live.dbpedia.org/resource/Meiser,4.394424,50.854071
814,008821824,Melkouwen,Melkouwen,Melkouwen,http://live.dbpedia.org/resource/Melkouwen,4.671533,51.094942
815,008893039,Melle,Melle,Melle,http://live.dbpedia.org/resource/Melle,3.79709,51.00281
818,008864436,Melreux-Hotton,Melreux-Hotton,Melreux-Hotton,http://live.dbpedia.org/resource/Melreux-Hotton,5.44014,50.28367
819,008894755,Melsele,Melsele,Melsele,http://live.dbpedia.org/resource/Melsele,4.286767,51.210712
82,008874716,Auvelais,Auvelais,Auvelais,http://live.dbpedia.org/resource/Auvelais,4.630534,50.4492
820,008896305,Menen,Menen,Menen,http://live.dbpedia.org/resource/Menen,3.11379,50.79949
821,008812120,Merchtem,Merchtem,Merchtem,http://live.dbpedia.org/resource/Merchtem,4.222719,50.954954
822,008893013,Merelbeke,Merelbeke,Merelbeke,http://live.dbpedia.org/resource/Merelbeke,3.764963,51.020153
824,008814464,Diesdelle,Diesdelle,Diesdelle,http://live.dbpedia.org/resource/Diesdelle,4.374052,50.796145
825,008844644,Hergenrath,Hergenrath,Hergenrath,http://live.dbpedia.org/resource/Hergenrath,6.042953,50.709192
826,008811197,Merode,Merode,Merode,http://live.dbpedia.org/resource/Merode,4.398932,50.839282
827,008842648,Méry,Méry,Méry,http://live.dbpedia.org/resource/Méry,5.587236,50.54762
832,008886058,Mévergnies-Attre,Mévergnies-Attre,Mévergnies-Attre,http://live.dbpedia.org/resource/Mévergnies-Attre,3.833917,50.600108
835,008841665,Milmort,Milmort,Milmort,http://live.dbpedia.org/resource/Milmort,5.600094,50.692454
837,008814431,Moensberg,Moensberg,Moensberg,http://live.dbpedia.org/resource/Moensberg,4.330729,50.778321
84,008842754,Aywaille,Aywaille,Aywaille,http://live.dbpedia.org/resource/Aywaille,5.672496,50.472936
840,008832409,Mol,Mol,Mol,http://live.dbpedia.org/resource/Mol,5.114733,51.191064
841,008812112,Mollem,Mollem,Mollem,http://live.dbpedia.org/resource/Mollem,4.214628,50.931149
842,008841459,Momalle,Momalle,Momalle,http://live.dbpedia.org/resource/Momalle,5.3676,50.66991
848,008881000,Bergen,Bergen,Bergen,http://live.dbpedia.org/resource/Bergen,3.942542,50.453854
855,008861549,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,http://live.dbpedia.org/resource/Mont-Saint-Guibert,4.613883,50.637613
860,008893062,Moortsele,Moortsele,Moortsele,http://live.dbpedia.org/resource/Moortsele,3.78134,50.953518
862,008882230,Morlanwelz,Morlanwelz,Morlanwelz,http://live.dbpedia.org/resource/Morlanwelz,4.24737,50.458
863,008821147,Mortsel,Mortsel,Mortsel,http://live.dbpedia.org/resource/Mortsel,4.448435,51.182963
864,008821154,Mortsel-Deurnesteenweg,Mortsel-Deurnesteenweg,Mortsel-Deurnesteenweg,http://live.dbpedia.org/resource/Mortsel-Deurnesteenweg,4.446515,51.183024
866,008821238,Mortsel-Oude God,Mortsel-Oude God,Mortsel-Oude God,http://live.dbpedia.org/resource/Mortsel-Oude_God,4.455737,51.171252
868,008885704,Moeskroen,Moeskroen,Moeskroen,http://live.dbpedia.org/resource/Moeskroen,3.228448,50.741005
870,008861150,Moustier,Moustier,Moustier,http://live.dbpedia.org/resource/Moustier,4.69381,50.45275
871,008822426,Muizen,Muizen,Muizen,http://live.dbpedia.org/resource/Muizen,4.51384,51.0082
873,008895232,Munkzwalm,Munkzwalm,Munkzwalm,http://live.dbpedia.org/resource/Munkzwalm,3.733242,50.875675
877,008821246,Mortsel-Liersesteenweg,Mortsel-Liersesteenweg,Mortsel-Liersesteenweg,http://live.dbpedia.org/resource/Mortsel-Liersesteenweg,4.468841,51.169027
894,008863453,Namêche,Namêche,Namêche,http://live.dbpedia.org/resource/Namêche,4.997939,50.47043
895,008863008,Namen,Namen,Namen,http://live.dbpedia.org/resource/Namen,4.86222,50.468794
896,008864964,Naninne,Naninne,Naninne,http://live.dbpedia.org/resource/Naninne,4.929754,50.419694
897,008864915,Natoye,Natoye,Natoye,http://live.dbpedia.org/resource/Natoye,5.061162,50.343298
899,008832615,Neerpelt,Neerpelt,Neerpelt,http://live.dbpedia.org/resource/Neerpelt,5.436955,51.22129
9,008833209,Aarschot,Aarschot,Aarschot,http://live.dbpedia.org/resource/Aarschot,4.82404,50.98441
900,008833670,Neerwinden,Neerwinden,Neerwinden,http://live.dbpedia.org/resource/Neerwinden,5.03632,50.76396
901,008844230,Nessonvaux,Nessonvaux,Nessonvaux,http://live.dbpedia.org/resource/Nessonvaux,5.741577,50.572086
902,008883121,Neufvilles,Neufvilles,Neufvilles,http://live.dbpedia.org/resource/Neufvilles,4.01067,50.5436
905,008824240,Niel,Niel,Niel,http://live.dbpedia.org/resource/Niel,4.338591,51.111596
906,008894714,Nieuwkerken-Waas,Nieuwkerken-Waas,Nieuwkerken-Waas,http://live.dbpedia.org/resource/Nieuwkerken-Waas,4.184414,51.185114
907,008821667,Nijlen,Nijlen,Nijlen,http://live.dbpedia.org/resource/Nijlen,4.664447,51.159717
908,008881315,Nimy,Nimy,Nimy,http://live.dbpedia.org/resource/Nimy,3.956093,50.471643
910,008895760,Ninove,Ninove,Ninove,http://live.dbpedia.org/resource/Ninove,4.026137,50.839511
911,008814209,Nijvel,Nijvel,Nijvel,http://live.dbpedia.org/resource/Nijvel,4.335065,50.599641
916,008811247,Nossegem,Nossegem,Nossegem,http://live.dbpedia.org/resource/Nossegem,4.50611,50.88331
919,008871332,Obaix-Buzet,Obaix-Buzet,Obaix-Buzet,http://live.dbpedia.org/resource/Obaix-Buzet,4.36357,50.53521
920,008881406,Obourg,Obourg,Obourg,http://live.dbpedia.org/resource/Obourg,4.01064,50.470093
923,008895778,Okegem,Okegem,Okegem,http://live.dbpedia.org/resource/Okegem,4.053696,50.856469
924,008832458,Olen,Olen,Olen,http://live.dbpedia.org/resource/Olen,4.9025,51.17403
929,008891702,Oostende,Oostende,Oostende,http://live.dbpedia.org/resource/Oostende,2.92581,51.22821
931,008891116,Oostkamp,Oostkamp,Oostkamp,http://live.dbpedia.org/resource/Oostkamp,3.25747,51.15411
933,008812146,Opwijk,Opwijk,Opwijk,http://live.dbpedia.org/resource/Opwijk,4.188991,50.973965
936,008811601,Ottignies,Ottignies,Ottignies,http://live.dbpedia.org/resource/Ottignies,4.56936,50.67367
938,008893518,Oudegem,Oudegem,Oudegem,http://live.dbpedia.org/resource/Oudegem,4.064472,51.01523
939,008892601,Oudenaarde,Oudenaarde,Oudenaarde,http://live.dbpedia.org/resource/Oudenaarde,3.600388,50.850116
941,008833134,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,http://live.dbpedia.org/resource/Oud-Heverlee,4.65331,50.83593
951,008865540,Paliseul,Paliseul,Paliseul,http://live.dbpedia.org/resource/Paliseul,5.118351,49.895412
952,008886561,Papegem,Papegem,Papegem,http://live.dbpedia.org/resource/Papegem,3.823408,50.686585
954,008811775,Pecrot,Pecrot,Pecrot,http://live.dbpedia.org/resource/Pecrot,4.651483,50.778516
956,008844206,Pepinster,Pepinster,Pepinster,http://live.dbpedia.org/resource/Pepinster,5.805898,50.567809
957,008844313,Pepinster-Cité,Pepinster-Cité,Pepinster-Cité,http://live.dbpedia.org/resource/Pepinster-Cité,5.804397,50.563405
958,008884855,Péruwelz,Péruwelz,Péruwelz,http://live.dbpedia.org/resource/Péruwelz,3.592772,50.513704
961,008873122,Philippeville,Philippeville,Philippeville,http://live.dbpedia.org/resource/Philippeville,4.53596,50.19164
962,008871415,Piéton,Piéton,Piéton,http://live.dbpedia.org/resource/Piéton,4.288438,50.434959
968,008865227,Poix-Saint-Hubert,Poix-Saint-Hubert,Poix-Saint-Hubert,http://live.dbpedia.org/resource/Poix-Saint-Hubert,5.292646,50.019508
970,008871365,Pont-à-Celles,Pont-à-Celles,Pont-à-Celles,http://live.dbpedia.org/resource/Pont-à-Celles,4.362415,50.513102
971,008843141,Pont-de-Seraing,Pont-de-Seraing,Pont-de-Seraing,http://live.dbpedia.org/resource/Pont-de-Seraing,5.511328,50.619968
973,008896735,Poperinge,Poperinge,Poperinge,http://live.dbpedia.org/resource/Poperinge,2.736345,50.85445
974,008842689,Poulseur,Poulseur,Poulseur,http://live.dbpedia.org/resource/Poulseur,5.578855,50.509211
975,008811544,Profondsart,Profondsart,Profondsart,http://live.dbpedia.org/resource/Profondsart,4.54915,50.69376
976,008873312,Pry,Pry,Pry,http://live.dbpedia.org/resource/Pry,4.428807,50.269281
977,008822715,Puurs,Puurs,Puurs,http://live.dbpedia.org/resource/Puurs,4.282701,51.077216
979,008884541,Quaregnon,Quaregnon,Quaregnon,http://live.dbpedia.org/resource/Quaregnon,3.856541,50.449824
982,008881505,Quévy,Quévy,Quévy,http://live.dbpedia.org/resource/Quévy,3.909489,50.341534
984,008884335,Quiévrain,Quiévrain,Quiévrain,http://live.dbpedia.org/resource/Quiévrain,3.68608,50.410103
989,008886587,Rebaix,Rebaix,Rebaix,http://live.dbpedia.org/resource/Rebaix,3.793624,50.661238
991,008841442,Remicourt,Remicourt,Remicourt,http://live.dbpedia.org/resource/Remicourt,5.32141,50.67861
992,008845229,Coo,Coo,Coo,http://live.dbpedia.org/resource/Coo,5.880474,50.391127
995,008861440,Rhisnes,Rhisnes,Rhisnes,http://live.dbpedia.org/resource/Rhisnes,4.80187,50.49935
996,008842705,Rivage,Rivage,Rivage,http://live.dbpedia.org/resource/Rivage,5.585421,50.486532
997,008811536,Rixensart,Rixensart,Rixensart,http://live.dbpedia.org/resource/Rixensart,4.53286,50.71141
